titre,prix,surface,quartier,type,url,prix_m2,description,image_url,image_status,date_publication
Duplex 3 pièces 76 m²,318000,76 m²,Ubac - Dardennes - Barbasse - Mont Faron,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-gabrieleimmo-463?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D9,4184,"GABRIELE IMMOBILIER à le plaisir de vous proposer en exclusivité cet Investissement locatif d'une villa mitoyenne de type 3 à réaliser dans une copropriété de deux logements sur le secteur de Toulon Ouest en face du village du Revest, ACTUELLEMENT LOUÉE fin de bail Juillet 2027.<br> L'espace intérieur compte un hall d'entrée, un espace cuisine, un salon et un wc pour le rez de chaussée et à l'étage l'espace nuit comprenant 2 chambres, un bureau et une salle d'eau avec wc. Sa superficie intérieure habitable fait 75.58m2 en loi Carrez. Construction en 1940. Le double vitrage assure la tranquillité des occupants. L'immeuble à revenu de Type 3 duplex vous fait profiter d'une grande terrasse et d'une parcelle de 400 m2 de terrain avec de places de parking au nombre de 2 et d'un garage. Le prix de vente est fixé à 318 000 EUR,<br> Pour plus d'informations, votre agence GABRIELE IMMOBILIER se tient à votre disposition.<br> Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr",https://file.bienici.com/photo/hektor-gabrieleimmo-463_gabrieleimmo.staticlbi.com_original_images_biens_1_cf09d24a02ca35d16db17280599a5f45_photo_5cc64e5ded7ef5840b810666e0842406.jpg?width=600&height=370&fit=cover,ok,2 mars 2026
Appartement 4 pièces 66 m²,180000,66 m²,Aguillon,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-lessablettes-387882?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D9,2727,"Toulon - AGUILLON - Situé à proximité immédiate de toutes les commodités, venez découvrir ce bel appartement Type 4 de 66m2.  Situé au 7ème étage avec ascenseur, ce dernier se compose d'une entrée, un séjour ouvrant sur un balcon exposé plein Sud, une cuisine indépendante, fonctionnelle, donne accès à une loggia fermée, parfaite pour un coin buanderie ou du rangement. L'espace nuit se compose de 3 chambres dont une avec douche, d'une salle d'eau, WC séparé et de nombreux rangements intégrés. Traversant Sud/Nord, ce bien bénéficie d'une excellente luminosité naturelle et d'une ventilation croisée très appréciable. Une cave privative est également incluse. Emplacement idéal avec la proximité des commodités : écoles, commerces, transports en commun, accès rapide aux grands axes et au centre-ville de Toulon. Appartement en parfait état, possibilité de colocation ( anciennement 480EUR la chambre C.C. ), soit une rentabilité à 8%. Un conseil, ne tardez pas !!!<br>",https://file.bienici.com/photo/hektor-lessablettes-387882_agenceibox.staticlbi.com_original_images_biens_2_0fe73280a5115f22d9efa09c61278bcb_photo_bcb9b8c8744e6223b7293a73c110fdf6.jpg?width=600&height=370&fit=cover,ok,10 mars 2026
Appartement 4 pièces 130 m²,500000,130 m²,Haute-ville,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-centreville-387846?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D9,3846,"TOULON, Haute-Ville, au dernier étage (sans ascenseur) d'un très bel immeuble Haussmannien, sublime appartement 4 pièces de 130m2 composé d'un vaste salon - salle à manger donnant sur balcon filant (26mètres linéaires et 16m2) avec vue déagée jusqu'à la mer, vaste cuisine entièrement aménagée et équipée, 2 chambres (dont une suite parentale avec salle d'eau et dressing) avec possibilité d'en créer une 3ème, salle d'eau et WC. Une cave et une chambre de bonne juste au dessus de l'appartement complètent ce bien unique, très lumineux (9 portes fenêtres en tout!), idéalement placé et rénové avec beaucoup de goût.<br>",https://file.bienici.com/photo/hektor-centreville-387846_agenceibox.staticlbi.com_original_images_biens_5_1c7d8c8d47908438ad9f8c16a8b22d13_photo_2c15468110284ba00b5c97839bfb6d88.jpg?width=600&height=370&fit=cover,ok,14 fevrier 2026
Appartement 3 pièces 70 m²,295000,70 m²,Porte d'Italie,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1527566?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D9,4214,"EXCLUSIVITE PORT DE TOULON - VUE MER - ASCENSEUR.  Embarquement immédiat pour ce magnifique appartement de type 3 rénové sur le port de plaisance de Toulon! Emplacement exceptionnel! Vue à couper le souffle! De la presqu’île de Giens, au port militaire, du Coudon à la ville,  laissez-vous inspirer par ces multiples vues et imaginer un instant que vous n'êtes plus sur terre mais en mer!<br>Cet appartement de 70 m² est accessible grâce à deux ascenseurs spacieux. Orientation Est, protégée du Mistral. Il dispose d'une cuisine aménagée tout équipée moderne, un séjour extrêmement lumineux, de deux chambres dont une avec loggia fermée pour profiter de l'air marin, d'une salle d'eau moderne et agréable, d'un WC séparé et de nombreux placards. Une grande cave située complète le bien ainsi qu’un très grand local à vélo collectif sécurisé.<br>Cet immeuble des années 60 est parfaitement entretenu et surveillé par un gardien assermenté.<br>Proximité directe des commerces, du centre médical multipôle et de la piscine municipale avec son bassin extérieur olympique chauffé. Elle est au pied de l'immeuble, aucune excuse pour vos futurs entrainements ! Accès rapide : à seulement 10mn à vélo de l'arsenal et des navettes bateau pour Saint-Mandrier. 5mn à vélo des plages. 10mn à pied du stade Mayol et de son centre commercial, ainsi que des restaurants du Port.<br>Parking collectif au pied de l'immeuble, stores bannes , volets roulants électriques, le chauffage central et l'eau chaude sont collectifs et sont donc compris dans les charges de copropriétés.<br>Je dispose de la visite virtuelle de cet appartement qui sera transmise sur demande téléphonique.<br>Appartement clefs en main! Aucun travaux!<br>Le bien comprend 2 lots, et il est situé dans une copropriété de 304 lots (les charges courantes annuelles moyennes de copropriété sont de 2477 € et le syndicat des copropriétaires ne fait pas l'objet d'une procédure citée à l'article L. 721-1 du code de la construction et de l'habitation).<br>Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr<br>Prix de vente : 295 000 €<br>Honoraires charge vendeur<br>Contactez votre conseiller SAFTI : Laureline BEAUVERGER, Tél. : <span class=""importDescriptionDecorator"" data-type=""phone"">06 19 52 86 73</span>, E-mail : <span class=""importDescriptionDecorator"" data-type=""email"">laureline.beauverger@safti.fr</span> - EI - Agent commercial immatriculé au RSAC de Toulon sous le numéro 901 527 192",https://file.bienici.com/photo/safti-1-1527566_cdn.safti.fr_bien-photo_51_27_1527566_d0938c55838787209d464e33e7f1e76fb6661a77_rg-3.jpg?width=600&height=370&fit=cover,ok,10 mars 2026
Appartement 3 pièces 54 m²,177000,54 m²,Bon Rencontre,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag752647-488231873?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D9,3278,"Liberkeys vous propose, en exclusivité à Toulon, cet appartement lumineux de 54 m² (loi Carrez), idéalement conçu pour les familles ou primo-accédants en quête d'un équilibre parfait entre confort urbain et fonctionnalité. Situé à proximité immédiate des commerces de quartier, écoles et arrêts de bus (lignes desservant le centre-ville en moins de 10 minutes), ce bien bénéficie d'une localisation stratégique facilitant le quotidien.

Dès l'entrée, découvrez un espace optimisé avec placard menant à un séjour ouvrant sur une terrasse de 8 m², idéale pour profiter du soleil du Sud ou partager des moments conviviaux en extérieur. L'orientation favorise une belle luminosité naturelle toute la journée. La cuisine ouverte confère à l'ensemble une atmosphère moderne, parfaite pour recevoir famille et amis.

La partie nuit comprend deux chambres (12 m² et 10 m²) offrant à chacun son espace, ainsi qu'une salle de bain de 4 m² et des WC séparés pour davantage de confort au quotidien. Un box fermé complète ce bien, apportant une solution de stationnement privative, véritable atout en ville.

L'appartement est actuellement loué, fin de bail 31/07/2026.
Loyer actuel : 700 € charges comprises.

Charges de copropriété maîtrisées : 215 € par trimestre. Taxe foncière : 1346 €. L'emplacement, la distribution idéale et la présence d'espaces extérieurs séduiront autant les familles que les investisseurs à la recherche d'un produit attractif sur la côte varoise.

Montant estimé des dépenses annuelles d'énergie pour un usage standard : entre 290 € et 440 € par an. Prix moyens des énergies indexés sur l'année 2021 (abonnements compris).

Ce bien vous plaît ? Contactez directement votre conseiller. Rabdeau Anne-Sophie, agent commercial immatriculé au RSAC de Draguignan sous le numéro 912 049 186. Référence annonce : DOM23938. Date de réalisation du diagnostic : 11/09/2023. Les honoraires sont à la charge du vendeur.",https://file.bienici.com/photo/ag752647-488231873_photos.ubiflow.net_752647_488231873_photos_1.jpg_INSOON_EB_5512801818_20250911163849?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 3 pièces 60 m²,179900,60 m²,Jonquet - Guynemer,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/century-21-202_2305_3255?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10&depuis-mise-en-avant=oui,2998,,https://file.bienici.com/photo/century-21-202_2305_3255_images.century21.fr_202_2305_c21_202_2305_3255_1_E23AA560-A463-4FE7-8F76-4EFAA37B30E5.jpg?width=600&height=370&fit=cover,ok,24 fevrier 2026
Appartement 2 pièces 64 m²,243500,64 m²,Le Port,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/gedeon-32297411?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10&depuis-mise-en-avant=oui,3805,"AU 1ER ET DERNIER ETAGE D'UN PETIT IMMEUBLE DE DEUX APPARTEMENTS ET A DEUX APS DU PORT DE TOULON, NOUS VOUS PROPOSONS DE VISITER CE SPACIEUX APPARTEMENT D'UNE SUPERFICIE DE 64M².
VOSU DECOUVRIREZ UNE ENTREE AVEC UN SEJOUR TRES LUNMINEUX OUVRANT SUR LA TERRASSE ENSOLEILLEE AVEC UNE VUE DEGAGEE, LA CUISINE EQUIPEE AMENAGEE EST PROLONGEE D'UNE BUANDERIE, LA LOGGIA FERMEE TRANSFORMEE EN SALON / BUREAU ET UNE CHAMBRE DISPOSANT DE GRANDS RANGEMENTS TRES FONCTIONNELS. SALLE DE BAINS ET WC INDEPENDANT.
LES PRESTATIONS SONT DE TRES BONNE QUALITE. PARQUET ET DOUBLE VITRAGE, CLIMATISATION REVERSIBLE ET LOCAL VELOS PRIVATIF.
APPARTEMENT TRAVERSANT BENEFICIANT D'UN ENSOLEILLEMENT MAXIMAL!
FACILITE DE PARKING AU PIED DE L'IMMEUBLE.",https://file.bienici.com/photo/gedeon-32297411_media.studio-net.fr_biens_32297411_6937ee6c31283?width=600&height=370&fit=cover,ok,10 mars 2026
Appartement 1 pièce 34 m²,112000,34 m²,Pont de Bois,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/nestenn-1-99938100348?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,3294,"EXCLUSIVITE A vendre Toulon Ouest  Valbertrand.<br>Découvrez ce grand T1 idéalement situé au 5ème sur 7 avec ascenseur, vue dégagée et place de parking numérotée . <br>D'une surface de 29 m²+une loggia de 4.55m²,cet appartement offre une entrée avec placard un séjour lumineux exposé Est donnant sur une terrasse garantissant un ensoleillement agréable. La cuisine est aménagée et équipée, parfaite pour préparer vos repas. Vous bénéficierez d'une salle de bain et d'un wc séparé. L'appartement est en bon état général, avec des fenêtres en aluminium double vitrage sur la loggia, il est sans vis-à-vis, offrant ainsi un cadre de vie calme ainsi que la commodité d'un emplacement de parking privé au pied de l'immeuble et d'une cave. De plus, l'immeuble est sécurisé avec un digicode et un portail électrique. Fibre optique..<br>Ne manquez pas cette opportunité !<br>Contactez nous dès maintenant pour organiser une visite et découvrir par vous-même tout le potentiel de ce bien immobilier !<br>Charges annuelles 1150 euros comprenant  le chauffage, l'ascenseur, l'entretien des parties communes, le syndic, l'assurance copro.<br>Ce bien est soumis aux statuts de la copropriété 40 lots<br>Nestenn immobilier Toulon <span class=""importDescriptionDecorator"" data-type=""phone"">04.94.22.24.40</span><br><span class=""importDescriptionDecorator"" data-type=""email"">Email:toulon@nestenn.com</span><br><span class=""importDescriptionDecorator"" data-url=""http://Site:www.immobilier-toulon.nestenn.com"" data-type=""unhandledUrl"">Site:www.immobilier-toulon.nestenn.com</span><br>Les informations sur les risques auxquels ce bien est exposé son disponibles sur le site Géorisques. http://georisques.gouv.fr<br>Copropriété de 200 lots (Pas de procédure en cours).<br>Charges annuelles : 960.00 euros.",https://file.bienici.com/photo/nestenn-1-99938100348_media.immo-facile.com_office15_solvimo-toulon_catalog_images_pr_p_3_8_1_0_0_3_4_8_38100348a.jpg_DATEMAJ_06_02_2026-10_31_53?width=600&height=370&fit=cover,ok,11 mars 2026
Appartement 2 pièces 47 m²,107000,47 m²,Brunet,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939309897?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,2277,"Toulon secteur Brunet<br>Découvrez cet appartement de type T2 situé au 5ème et dernier étage sans ascenseur de l'immeuble, dans le secteur de Brunet à l'Est de Toulon. D'une surface de 47m², cet appartement lumineux comprend une chambre avec placard, une salle de bains, un wc séparé, un séjour spacieux de 26m² donnant sur une terrasse de 6m²  exposée au Sud, une cuisine ouverte et une cave.<br>Le bien est en bon état général avec fenêtres en PVC double vitrage garantissant une bonne isolation. Le chauffage est assuré par un système de climatisation réversible et un ballon électrique fournit l'eau chaude.<br>L'appartement est situé dans un quartier proche de toutes les commodités avec la ligne de bus principale au pied de la résidence. <br>Ce bien est un premier achat idéal ou un bien d'investissement avec un potentiel locatif intéressant.<br>N'attendez plus pour visiter cet appartement et contactez l'agence NESTENN Toulon pour plus d'informations.<br>Charges annuelles 516 euros comprenant le syndic, l'assurance copro. <br>Ce bien est soumis aux statuts de la copropriété 30 lots d'habitation.<br>Nestenn immobilier Toulon <span class=""importDescriptionDecorator"" data-type=""phone"">04.94.22.24.40</span><br><span class=""importDescriptionDecorator"" data-type=""email"">Email:toulon@nestenn.com</span><br><span class=""importDescriptionDecorator"" data-url=""http://Site:www.immobilier-toulon.nestenn.com"" data-type=""unhandledUrl"">Site:www.immobilier-toulon.nestenn.com</span><br>Les informations sur les risques auxquels ce bien est exposé son disponibles sur le site Géorisques. http://georisques.gouv.fr<br>Copropriété de 43 lots - dont 30 lots habitation. (Pas de procédure en cours).<br>Charges annuelles : 351.00 euros.",https://file.bienici.com/photo/nestenn-1-99939309897_media.immo-facile.com_office15_solvimo-toulon_catalog_images_pr_web_3_9_3_0_9_8_9_7_39309897a.jpg_DATEMAJ_18_09_2025-14_28_42?width=600&height=370&fit=cover,ok,6 mars 2026
Appartement 4 pièces 83 m²,290000,83 m²,La Serinette - La Barre,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/ag440414-484798559?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,3494,"Nathalie Bonifai vous propose un bel appartement de 83m²  avec une superbe vue sur la nature et sur les Monts toulonnais, au 4ème et dernier étage avec ascenseur d'une résidence arborée et fermée , au calme, située sur Toulon Est.
Dès l'entrée , vous vous laisserez séduire par les espaces et la lumière de ce T3 composé d'une belle cuisine aménagée donnant sur la terrasse , d'un vaste salon de 30m²  traversant  , agrémenté d'une cheminée et donnant sur les 2 terrasses ( nord et sud) , de 2 chambres , d'une salle d'eau avec douche XXL , d'un WC indépendant  et d'un espace de rangements.
Le bien comprend également une cave et vous avez la possibilité d'acquérir un garage en sus .

Prix du bien : 290 000 euros  ( Honoraires à charge vendeur)
DPE: C  GES: A
Montant estimé des dépenses annuelles d'énergie pour un usage standard entre 950 et 1350  euros indexées aux années 2021, 2022 et 2023 .
Pour visiter et vous accompagner dans votre projet, contactez Nathalie BONIFAI, au <span class=""importDescriptionDecorator"" data-type=""phone"">0668313351</span> ou, par courriel à <span class=""importDescriptionDecorator"" data-type=""email"">n.bonifai@proprietes-privees.com.</span>
Selon l'article L.561.5 du Code Monétaire et Financier, pour l'organisation de la visite, la présentation d'une pièce d'identité vous sera demandée.
Cette présente annonce a été rédigée sous la responsabilité éditoriale de Nathalie BONIFAI agissant sous le statut d'agent commercial immatriculé au RSAC TOULON 910 738 004 auprès de SAS PROPRIETES PRIVEES, au capital de 44 920 euros, ZAC LE CHÊNE FERRÉ - 44 ALLÉE DES CINQ CONTINENTS 44120 VERTOU; SIRET 487 624 777 00040, RCS Nantes. Carte Professionnelle Transactions sur immeubles et fonds de commerce (T) et Gestion immobilière (G) n°CPI 4401 2016 000 010 388 délivrée par la CCI Nantes - Saint Nazaire. Compte séquestre n°30932508467 BPA SAINT-SEBASTIEN-SUR-LOIRE (44230). Garantie GALIAN-SMABTP - 89 rue de la Boétie, 75008 Paris - n°28137 J pour 2 000 000 euros pour T et 120 000 euros pour G. Assurance responsabilité civile professionnelle par GALIAN-SMABTP n° de police 28137.J

Mandat réf : 418538 - Le professionnel garantit et sécurise votre projet immobilier.
Copropriété de 87 lots - dont 38 lots habitation.

Charges annuelles : 2600  euros.
 Nathalie BONIFAI (EI) Agent Commercial - Numéro RSAC : TOULON 910 738 004 - .
Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisques : www.georisques.gouv.fr",https://file.bienici.com/photo/ag440414-484798559_photos.ubiflow.net_440414_484798559_photos_1.jpg_INSOON_EB_5512801818_20250820192046?width=600&height=370&fit=cover,ok,3 mars 2026
Appartement 4 pièces 78 m²,220000,78 m²,Aguillon,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-royalimmolavaletteduvar-27156?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,2821,"Situé dans le secteur calme et recherché de l'Aguillon à Toulon, cet appartement entièrement rénové de type T4 de 77,70 m2 vous séduira par son confort, sa luminosité et son agencement idéal.<br>Il se compose d'une belle pièce de vie lumineuse, ouverte sur un balcon exposé sud-est, offrant une belle clarté tout au long de la journée. La cuisine est à aménager selon vos goûts et besoins. Trois chambres confortables, toutes avec accès à un beau balcon exposé nord-ouest, vous offriront calme et sérénité. Un grand dressing, une salle de bain moderne, ainsi qu'un WC indépendant complètent ce bien.<br>- Appartement propre, entièrement rénové, avec électricité aux normes<br>- Double vitrage, baie vitrée, ascenseur, stationnement possible dans la résidence- Quartier agréable, proche des commodités, écoles, transports et commerces<br>Idéal pour une famille ou un investissement locatif de qualité.Contactez-nous dès maintenant pour organiser une visite !<br> Les informations sur les risques auxquels ce bien est exposé sont disponible sur le Géorisques : www.georisques.gouv.fr",https://file.bienici.com/photo/hektor-royalimmolavaletteduvar-27156_royal-immo.staticlbi.com_original_images_biens_3_3298758bbb970c8033e1cde8f2489449_photo_a2c56859a98cb66d5e0d173b3acdc8a9.jpg?width=600&height=370&fit=cover,ok,4 mars 2026
Appartement 2 pièces 48 m²,97000,48 m²,Saint-Roch,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/iad-france-1886928?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,2021,"iad France - Jocelyn Beaugrand vous propose: Opportunité à Saisir : Charmant Appartement de 2 Pièces à Toulon, Quartier saint roch/pont du las, Actuellement LOUE<br>Idéalement situé à Toulon entre saint Roch et pont du las, cet appartement de 2 pièces offre un cadre de vie agréable pour les personnes à la recherche d'un premier investissement ou d'un pied-à-terre dans une ville dynamique et ensoleillée.<br>D'une surface de 48m², cet appartement lumineux bénéficie d'une bonne distribution des pièces. Il se compose d'un séjour spacieux, d'une cuisine équipée, d'une chambre et d'une salle de bain. L'agencement fonctionnel permet de profiter pleinement des espaces tout en offrant un environnement confortable.<br>Situé au 3ème étage d'un immeuble de 3 niveaux, l'appartement est en bon état général, offrant une base idéale pour une personnalisation selon vos goûts et besoins. Les expositions Est et Ouest apportent une belle luminosité naturelle tout au long de la journée.<br>Situé dans une résidence calme et sécurisée, l'appartement offre un cadre de vie serein et paisible. De plus, la proximité des commodités et des transports en commun simplifie le quotidien et facilite toutes vos démarches et déplacements. <br>Ne manquez pas cette opportunité rare d'acquérir un appartement charmant et bien situé à Toulon. Contactez-nous dès maintenant pour organiser une visite et découvrir tous les atouts de ce bien !<br>Les + : La façade de l'immeuble est payée, Peu de charge de copropriété, jardins communs, cave<br>La presente annonce immobiliere vise 2 lots situés dans une copropriété de 25 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 133.33€ par mois (soit 1600 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 228 et classe CLIMAT B indice 7. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Jocelyn Beaugrand mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de Toulon sous le numéro 889107470, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1886928_images.playiad.com_property_broadcast_2025_08_19_0198c19038ac109e4fdebf952d6728c9.jpg?width=600&height=370&fit=cover,ok,25 fevrier 2026
Maison 2 pièces 61 m²,270000,61 m²,Siblas,maison,https://www.bienici.com/annonce/vente/toulon/maison/2pieces/iad-france-1883646?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,4426,"iad France - Jocelyn Beaugrand vous propose: **Maison de Charme à Toulon - Idéal Investisseur ou Pied-à-Terre**<br>Propriété de caractère à Toulon, cette maison de 61m² (43 m² carrez) est un petit bijou niché dans un quartier recherché de Toulon. Parfait pour les investisseurs ou comme pied-à-terre, cette maison offre un potentiel immense dans un lieu paisible.<br>Cette maison sur un seul étage présente 2 pièces : un jolie salon de 17 mètre carré, suivie d'une cuisine indépendante spacieuse, coté nuit, vous trouverez un couloir avec des rangements donnant sur la salle d'eau, les WC indépendants et la chambres.<br>La maison est en bon état global, offrant un cadre agréable pour s’y installer rapidement. exposé au sud, elle bénéficie d'une exposition lumineuse et chaleureuse toute la journée.<br>Les espaces annexes incluent une terrasse de 18 mètres carrés fermé offrant un espace de vie supplémentaire été comme hiver, un grand cabanon ou atelier, un jardin de 150 m² et surtout une jolie piscine.  Ces atouts ajoutent une dimension supplémentaire à cette charmante propriété.<br>Des travaux sont à prévoir pour personnaliser et moderniser cette maison à votre goût.<br>Située dans un quartier calme de Toulon, cette demeure vous permettra de profiter pleinement de la douceur de vivre du sud de la France.<br>Une opportunité à ne pas manquer - Contactez-nous dès maintenant pour visiter ce bien d'exception !<br>Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE E indice 311 et classe CLIMAT B indice 10. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Jocelyn Beaugrand mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de Toulon sous le numéro 889107470, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1883646_images.playiad.com_property_broadcast_2025_08_11_01989852c85961e1f0c91ceb6a8da1ee.jpg?width=600&height=370&fit=cover,ok,
Appartement 1 pièce 27 m²,71900,27 m²,Saint-Jean du Var,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/1piece/iad-france-1873067?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,2663,"iad France - Patrick SOYERE vous propose: Situé au premier étage d’une petite copropriété, cet appartement se compose d’un salon, d’une cuisine, d’une chambre ainsi que d’une salle d’eau avec WC. Il dispose également d’un balcon, apportant un atout supplémentaire en extérieur. La cuisine est indépendante et peut être aménagée selon les besoins. La chambre offre un espace nuit confortable. Idéal pour un premier achat ou pour un investisseur, ce bien bénéficie d’un emplacement central, à proximité immédiate de toutes les commodités.<br>La presente annonce immobiliere vise 1 lot situé dans une copropriété de 4 lots au total et ne faisant l'objet d'aucune procédure en cours citée à l'article L. 721-1 du code de la construction et de l'habitation. Montant moyen mensuel de charges déclaré par le vendeur : 30€ par mois (soit 360 € annuel). Honoraires d'agence à la charge du vendeur.<br>Information d'affichage énergétique sur ce bien : classe ENERGIE D indice 257 et classe CLIMAT B indice 8. Les informations sur les risques auxquels ce bien est exposé, y compris l'obligation légale de débroussaillement, sont disponibles sur le site Géorisques : http://www.georisques.gouv.fr.<br>La présente annonce immobilière a été rédigée sous la responsabilité éditoriale de M Patrick SOYERE mandataire indépendant en immobilier (sans détention de fonds), agent commercial de la SAS I@D France immatriculé au RSAC de TOULON sous le numéro 878463033, titulaire de la carte de démarchage immobilier pour le compte de la société I@D France SAS.",https://file.bienici.com/photo/iad-france-1873067_images.playiad.com_property_broadcast_2025_07_30_01985af52cb80273ee0c7351716f16fd.jpg?width=600&height=370&fit=cover,ok,25 fevrier 2026
Appartement 4 pièces 67 m²,149000,67 m²,Saint-Roch,appartement,https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/immo-facile-58906350?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fprix-max%3D500000%26page%3D10,2224,"CENTRE OUEST DE TOULON<br>Situé à seulement deux minutes des transports, des commerces et des routes principales, dans une petite résidence soignée avec ascenseur, Immodefrance vous présente en exclusivité un bel appartement T4 de 67m² en étage élevé, offrant une exposition traversante EST/OUEST et assurant une grande luminosité, il dispose d'un spacieux salon/séjour de 25m² qui s'ouvre sur une magnifique terrasse. Il comprend également deux chambres lumineuses, une salle d'eau au gout du jour, un WC séparé et une cuisine équipée donnant accès à une loggia.<br>Avantages : double vitrage, volets roulants électriques.<br>Une cave ajoute une touche finale à ce bien immobilier.<br>Contact: <span class=""importDescriptionDecorator"" data-type=""phone"">0622758771</span><br>Copropriété de 66 lots - dont 31 lots habitation. (Pas de procédure en cours).<br>Charges annuelles : 2040.00 euros.",https://file.bienici.com/photo/immo-facile-58906350_media.immo-facile.com_office12_immodefrance_cotedazur_nice_catalog_images_pr_p_5_8_9_0_6_3_5_0_58906350a.jpg_DATEMAJ_16_11_2025-10_43_49?width=600&height=370&fit=cover,ok,9 mars 2026
