type,prix,surface,quartier,date,adresse
Appartement,2000000.0,17.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,12.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,16.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,13.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,10.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,12.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,32.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,32.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,28.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,32.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,43.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,19.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,24.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,28.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,36.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,2000000.0,21.0,Toulon,2023-02-17,RUE ROUGET DE LISLE
Appartement,175000.0,50.0,Toulon,2023-02-15,IMP DU MAS DES ROCHERS
Appartement,153900.0,72.0,Toulon,2023-02-15,AV PHILIPPE LEBON
Appartement,184000.0,91.0,Toulon,2023-02-07,AV DE VALBOURDIN
Appartement,102000.0,40.0,Toulon,2023-02-23,RUE AUGUSTIN DAUMAS
Appartement,126600.0,37.0,Toulon,2023-02-16,BD DOCTEUR FRANCOIS FENELON
Maison,354400.0,80.0,Toulon,2023-02-17,RUE D ALEXANDRIE
Appartement,78000.0,19.0,Toulon,2023-02-21,RUE JEAN JAURES
Appartement,532461.1,81.0,Toulon,2023-02-27,RUE DES FRERES GAY
Appartement,160000.0,72.0,Toulon,2023-02-14,AV FRANCOIS CUZIN
Maison,200000.0,64.0,Toulon,2023-01-30,RUE CASABIANCA
Appartement,182000.0,68.0,Toulon,2023-02-23,RUE GIMELLI
Appartement,88000.0,78.0,Toulon,2023-02-17,AV SGT GABRIEL JOURDAN
Appartement,155000.0,83.0,Toulon,2023-02-20,RUE FELIX MAYOL
Appartement,185000.0,84.0,Toulon,2023-02-23,AV DE LA REPUBLIQUE
Appartement,187700.0,29.0,Toulon,2023-02-14,RUE TELON
Appartement,107000.0,55.0,Toulon,2023-02-07,RUE PIERRE LETUAIRE
Appartement,214000.0,64.0,Toulon,2023-02-24,AV DE LA RESISTANCE
Appartement,146200.0,60.0,Toulon,2023-02-01,AV EMILE BARLA
Appartement,96000.0,32.0,Toulon,2023-02-24,AV AMIRAL DAVELUY
Appartement,193000.0,73.0,Toulon,2023-02-21,RUE DAVID
Appartement,130000.0,62.0,Toulon,2023-02-14,RUE DAVID
Appartement,167522.0,67.0,Toulon,2023-02-13,RUE DU MONT DES EAUX
Appartement,82000.0,26.0,Toulon,2023-02-24,AV CLOVIS HUGUES
Appartement,151750.0,36.0,Toulon,2023-02-24,RUE DU HARAS
Appartement,85000.0,20.0,Toulon,2023-02-16,RUE DU MURIER
Appartement,295000.0,95.0,Toulon,2023-02-03,RUE MUIRON
Appartement,151000.0,64.0,Toulon,2023-02-28,AV LEON JOUHAUX
Appartement,202000.0,65.0,Toulon,2023-02-24,CHE DES BONNES HERBES
Appartement,280000.0,67.0,Toulon,2023-02-21,AV DE LA MITRE
Appartement,507400.0,120.0,Toulon,2023-02-22,BD DOCTEUR FELIX ESCUDIER
Appartement,672500.0,131.0,Toulon,2023-02-28,AV LIEUTAUD
Appartement,114000.0,70.0,Toulon,2023-02-27,CITE LAS PLAISANCE
Appartement,450000.0,110.0,Toulon,2023-02-21,CHE DE LA GUERINIERE
Appartement,110500.0,46.0,Toulon,2023-02-02,RUE LARMODIEU
Appartement,54000.0,28.0,Toulon,2023-02-09,AV AUGUSTE BERTHON
Appartement,95000.0,43.0,Toulon,2023-02-09,BD FISQUET
Maison,310000.0,79.0,Toulon,2023-02-21,LOT LA SAVONNERIE
Maison,294000.0,75.0,Toulon,2023-02-16,RUE D AZAGUIE
Appartement,365000.0,131.0,Toulon,2023-02-27,RUE DES JONQUILLES
Appartement,89000.0,32.0,Toulon,2023-02-24,RUE FRANCOIS FABIE
Appartement,150000.0,79.0,Toulon,2023-02-27,RUE LACORDAIRE
Appartement,35500.0,77.0,Toulon,2023-02-23,RUE DEJUSSIEU PONTCARRAL
Appartement,104720.0,53.0,Toulon,2023-02-23,BD DU 11 NOVEMBRE 1918
Maison,805000.0,149.0,Toulon,2023-02-15,AV FRANCIS GARNIER
Appartement,153900.0,47.0,Toulon,2023-02-23,CHE DE FORGENTIER
Appartement,270000.0,69.0,Toulon,2023-02-14,TRA FOUCOU
Appartement,208000.0,60.0,Toulon,2023-02-07,BD GRIGNAN
Appartement,108000.0,31.0,Toulon,2023-02-28,AV MARCEL CASTIE
Appartement,180000.0,86.0,Toulon,2023-03-02,CRS LAFAYETTE
Appartement,135000.0,65.0,Toulon,2023-02-20,AV BIR HAKEIM
Maison,564000.0,96.0,Toulon,2023-02-06,CHE DES FOURS A CHAUX
Appartement,155000.0,68.0,Toulon,2023-02-09,ALL DU DOCTEUR LAURES
Appartement,115000.0,62.0,Toulon,2023-02-09,BD DE PARIS
Appartement,220000.0,80.0,Toulon,2023-02-24,AV JOSEPH LOUIS ORTOLAN
Appartement,435000.0,98.0,Toulon,2023-02-06,AV DE LA RESISTANCE
Appartement,159300.0,69.0,Toulon,2023-02-02,LES MONIQUES
Appartement,136000.0,67.0,Toulon,2023-02-21,RUE DOCTEUR AURRAN
Appartement,60000.0,32.0,Toulon,2023-02-17,LES ALLOBROGES
Appartement,162000.0,56.0,Toulon,2023-03-03,AV JOSEPH GASQUET
Appartement,230000.0,80.0,Toulon,2023-02-17,AV FRANDORE
Appartement,230000.0,85.0,Toulon,2023-02-17,AV FRANDORE
Appartement,165200.0,69.0,Toulon,2023-02-20,AV DE VALBOURDIN
Appartement,260000.0,61.0,Toulon,2023-02-20,BD CLAMOUR
Appartement,370000.0,71.0,Toulon,2023-02-22,RUE OCTAVE TEISSIER
Appartement,370000.0,51.0,Toulon,2023-02-22,RUE OCTAVE TEISSIER
Appartement,235000.0,34.0,Toulon,2023-02-16,IMP HONORE
Appartement,235000.0,40.0,Toulon,2023-02-16,IMP HONORE
Appartement,235000.0,40.0,Toulon,2023-02-16,IMP HONORE
Maison,280000.0,45.0,Toulon,2023-02-24,RUE ROMAIN
Maison,122000.0,60.0,Toulon,2023-02-10,IMP BISKRA
Appartement,268000.0,60.0,Toulon,2023-02-23,RUE MONTAUBAN
Appartement,194500.0,61.0,Toulon,2023-02-09,RUE DES FRERES BONIFAY
Appartement,122000.0,46.0,Toulon,2023-02-06,RUE JEAN MALLARD
Appartement,350000.0,119.0,Toulon,2023-02-15,AV DU MARECHAL FOCH
Appartement,127000.0,42.0,Toulon,2023-02-09,RUE HENRI POINCARE
Maison,1076200.0,188.0,Toulon,2023-03-06,IMP DES CYSTES
Appartement,116000.0,46.0,Toulon,2023-02-16,AV DE LA RESISTANCE
Appartement,107186.0,26.0,Toulon,2023-03-01,CHE FLORIAN
Appartement,160000.0,54.0,Toulon,2023-02-10,AV DE LA RESISTANCE
Appartement,858550.0,40.0,Toulon,2023-02-24,RUE GAY LUSSAC
Appartement,858550.0,30.0,Toulon,2023-02-24,RUE GAY LUSSAC
Appartement,195000.0,47.0,Toulon,2023-02-24,CHE DU FORT BLANC
Appartement,129000.0,26.0,Toulon,2023-03-02,RUE FELIX BANETTE
Appartement,129000.0,56.0,Toulon,2023-03-02,RUE FELIX BANETTE
Appartement,128980.0,41.0,Toulon,2023-02-20,AV COLONEL PICOT
Appartement,125000.0,42.0,Toulon,2023-03-03,AV DES FILS MARESCOT
Appartement,116000.0,44.0,Toulon,2023-02-28,RPT MIRASOULEOU
Appartement,134000.0,74.0,Toulon,2023-03-06,BD DE TESSE
Appartement,130000.0,44.0,Toulon,2023-02-27,AV GENERAL GOURAUD
Maison,363000.0,71.0,Toulon,2023-02-08,RUE COLONEL MOLL
Maison,317600.0,95.0,Toulon,2023-03-02,AV DUPLESSIS DE GRENADAN
Appartement,98440.0,26.0,Toulon,2023-02-27,RUE HENRI POINCARE
Appartement,135000.0,60.0,Toulon,2023-02-27,RUE JEAN JAURES
Appartement,264600.0,88.0,Toulon,2023-02-28,IMP MATHIEU
Appartement,121000.0,67.0,Toulon,2023-02-23,RUE MICHEL DE BOURGES
Appartement,62000.0,28.0,Toulon,2023-03-01,CHE DE FORGENTIER
Appartement,420000.0,93.0,Toulon,2023-03-02,AV LOUIS BARTHOU
Appartement,132000.0,68.0,Toulon,2023-02-24,RUE DANTON
Appartement,110200.0,45.0,Toulon,2023-03-03,RUE DAVID
Appartement,100000.0,57.0,Toulon,2023-02-28,RUE DE TURENNE
Appartement,143000.0,50.0,Toulon,2023-02-16,RUE DE TURENNE
Appartement,122750.0,65.0,Toulon,2023-02-28,AV DOCTEUR FONTAN
Appartement,151000.0,61.0,Toulon,2023-02-20,AV LEON JOUHAUX
Appartement,160000.0,49.0,Toulon,2023-02-23,RUE VAUQUELIN
Appartement,162000.0,55.0,Toulon,2023-02-15,AV AMIRAL COLLET
Appartement,190000.0,66.0,Toulon,2023-03-02,AV LOUIS BOZZO
Appartement,207500.0,69.0,Toulon,2023-02-15,RUE MIRABEAU
Appartement,205000.0,70.0,Toulon,2023-02-27,IMP DE LA BERGERIE
Appartement,255000.0,40.0,Toulon,2023-02-10,RUE DU CHEMIN DE FER
Appartement,255000.0,40.0,Toulon,2023-02-10,RUE DU CHEMIN DE FER
Appartement,199900.0,80.0,Toulon,2023-03-07,BD DE STRASBOURG
Appartement,133550.0,39.0,Toulon,2023-02-20,PL BISCARRE
Appartement,220100.0,49.0,Toulon,2023-02-17,AV MICHEL MONTAIGNE
Appartement,129000.0,89.0,Toulon,2023-03-07,RUE LIEUTENANT COL BERNARD
Appartement,188000.0,77.0,Toulon,2023-02-27,BD DOCTEUR FRANCOIS FENELON
Appartement,511400.0,80.0,Toulon,2023-02-28,AV JOSEPH LOUIS ORTOLAN
Appartement,117750.0,45.0,Toulon,2023-02-24,RUE MAISSIN
Appartement,140000.0,54.0,Toulon,2023-02-28,IMP ROUX
Maison,317000.0,66.0,Toulon,2023-03-01,RUE DE NIAMEY
Appartement,180000.0,56.0,Toulon,2023-02-28,CHE DE RIGOUMEL
Appartement,105000.0,36.0,Toulon,2023-02-28,AV FRANCOIS NARDI
Appartement,120000.0,39.0,Toulon,2023-03-01,RUE JOSEPH REYMONENQ
Appartement,301000.0,80.0,Toulon,2023-02-28,AV DE LA MITRE
Appartement,127000.0,67.0,Toulon,2023-02-24,RUE DE NICE
Appartement,342000.0,57.0,Toulon,2023-02-28,CHE DU COLLET DE SAINT PIERRE
Appartement,180600.0,59.0,Toulon,2023-02-28,RUE OCTAVE TEISSIER
Appartement,90000.0,60.0,Toulon,2023-02-21,PL D ARMES
Appartement,142500.0,66.0,Toulon,2023-03-01,RUE CASSINI
Appartement,315000.0,90.0,Toulon,2023-02-23,RUE GIMELLI
Appartement,160505.0,47.0,Toulon,2023-02-14,BD LAUGIER
Appartement,606751.0,74.0,Toulon,2023-02-28,RUE DIANE
Appartement,606751.0,24.0,Toulon,2023-02-28,RUE DIANE
Appartement,355450.0,107.0,Toulon,2023-02-28,LA TOUR D'IVOIRE
Appartement,120000.0,70.0,Toulon,2023-03-02,RUE THIERS
Appartement,134000.0,39.0,Toulon,2023-02-16,IMP BRUNO
Appartement,135000.0,58.0,Toulon,2023-02-21,CHE DE FORGENTIER
Appartement,80000.0,77.0,Toulon,2023-03-01,RUE DEJUSSIEU PONTCARRAL
Appartement,80000.0,77.0,Toulon,2023-03-01,RUE DEJUSSIEU PONTCARRAL
Appartement,166250.0,80.0,Toulon,2023-02-10,AV DE LA VICTOIRE DU 8 5 1945
Maison,285000.0,94.0,Toulon,2023-02-14,AV GENERAL PRUNEAU
Appartement,25000.0,70.0,Toulon,2023-03-01,RUE DEJUSSIEU PONTCARRAL
Appartement,190000.0,73.0,Toulon,2023-03-01,RUE AUGUSTIN DAUMAS
Appartement,420000.0,132.0,Toulon,2023-03-01,RUE LEFEBVRE DE CERISY
Appartement,420000.0,33.0,Toulon,2023-03-01,RUE LEFEBVRE DE CERISY
Appartement,86000.0,28.0,Toulon,2023-02-27,CHE DES ANTILLES
Appartement,140000.0,47.0,Toulon,2023-02-15,BD DES ARMARIS
Maison,403000.0,77.0,Toulon,2023-03-06,CHE DES BONNES HERBES
Appartement,250000.0,28.0,Toulon,2023-03-06,CHE MON PARADIS
Appartement,82000.0,26.0,Toulon,2023-03-03,BD DE STRASBOURG
Appartement,526530.0,98.0,Toulon,2023-03-03,RUE RACINE
Appartement,190000.0,61.0,Toulon,2023-03-03,ALL GEORGES LEYGUES
Appartement,175000.0,53.0,Toulon,2023-02-27,RUE ESCALON
Appartement,251100.0,81.0,Toulon,2023-02-22,AV EDOUARD LE BELLEGOU
Appartement,98000.0,25.0,Toulon,2023-02-17,RUE D ASTOUR
Appartement,117000.0,49.0,Toulon,2023-03-07,BD DE PARIS
Appartement,140000.0,74.0,Toulon,2023-03-06,CHE DE PLAISANCE
Maison,140000.0,77.0,Toulon,2023-03-02,CHE MON PARADIS
Appartement,38000.0,35.0,Toulon,2023-03-07,RUE DES BOUCHERIES
Appartement,144000.0,47.0,Toulon,2023-03-06,CHE DES BONNES HERBES
Maison,357790.0,53.0,Toulon,2023-03-02,RUE NOEL CASTEL
Appartement,257150.0,43.0,Toulon,2023-03-03,AV DE LA RESISTANCE
Appartement,122000.0,62.0,Toulon,2023-02-07,RUE DU LT ANDRE FOURNIER
Appartement,240000.0,106.0,Toulon,2023-02-17,RUE VICTOR REYMONENQ
Appartement,256400.0,71.0,Toulon,2023-02-27,AV DU 15E CORPS
Appartement,100000.0,51.0,Toulon,2023-03-01,RUE ALEXANDRE VOLTA
Appartement,275000.0,71.0,Toulon,2023-02-27,RUE ESSELIER
Appartement,115400.0,28.0,Toulon,2023-03-06,CHE DE LA CHAPELLE NOTRE DAME
Appartement,208075.0,36.0,Toulon,2023-03-07,BD EUGENE PELLETAN
Appartement,73000.0,22.0,Toulon,2023-03-07,AV DE CLARET
Appartement,164900.0,55.0,Toulon,2023-02-24,CHE DU FORT ROUGE
Appartement,126000.0,43.0,Toulon,2023-02-24,SQ ETIENNE PELABON
Appartement,350000.0,67.0,Toulon,2023-02-27,BD GRIGNAN
Appartement,187000.0,79.0,Toulon,2023-02-25,RUE DAVID
Appartement,421040.0,100.0,Toulon,2023-02-28,AV DE LA RESISTANCE
Appartement,150000.0,51.0,Toulon,2023-03-10,AV AMIRAL DAVELUY
Appartement,79000.0,26.0,Toulon,2023-02-21,RUE D ANTRECHAUS
Appartement,83000.0,20.0,Toulon,2023-03-15,RUE LAMARTINE
Appartement,96000.0,39.0,Toulon,2023-03-14,RUE JEAN MALLARD
Appartement,350000.0,70.0,Toulon,2023-03-15,BD MIRAMAR
Appartement,130000.0,67.0,Toulon,2023-02-28,AV DE LA RESISTANCE
Appartement,158000.0,66.0,Toulon,2023-03-07,LE TRITON
Appartement,480000.0,24.0,Toulon,2023-03-14,CHE DU TEMPLE
Appartement,480000.0,52.0,Toulon,2023-03-14,CHE DU TEMPLE
Appartement,480000.0,38.0,Toulon,2023-03-14,CHE DU TEMPLE
Appartement,480000.0,37.0,Toulon,2023-03-14,CHE DU TEMPLE
Appartement,480000.0,38.0,Toulon,2023-03-14,CHE DU TEMPLE
Appartement,480000.0,38.0,Toulon,2023-03-14,CHE DU TEMPLE
Appartement,83500.0,35.0,Toulon,2023-03-10,RUE DU MURIER
Appartement,215446.0,43.0,Toulon,2023-03-07,RUE CASTILLON
Appartement,156000.0,70.0,Toulon,2023-03-03,AV LENOIR SARRAIRE
Appartement,285950.0,60.0,Toulon,2023-02-22,CHE DE LA BARRE
Appartement,138000.0,73.0,Toulon,2023-02-27,BD INGENIEUR BONNIER
Appartement,177000.0,75.0,Toulon,2023-03-09,BD SALICIS
Appartement,113500.0,75.0,Toulon,2023-03-13,AV MARECHAL LYAUTEY
Appartement,916000.0,124.0,Toulon,2023-03-03,COR GENERAL DE GAULLE
Appartement,71330.0,33.0,Toulon,2023-03-20,RUE DE LA GLACIERE
Appartement,203000.0,49.0,Toulon,2023-03-07,AV DE LA VICTOIRE DU 8 5 1945
Appartement,136000.0,54.0,Toulon,2023-03-10,IMP BRUNO
Appartement,206490.0,46.0,Toulon,2023-03-20,BD JEAN BAPTISTE ABEL
Appartement,187000.0,75.0,Toulon,2023-03-06,BD DE TESSE
Appartement,265000.0,43.0,Toulon,2023-03-06,RUE FRAVEGA
Appartement,33799.0,71.0,Toulon,2023-03-16,RUE DEJUSSIEU PONTCARRAL
Maison,430000.0,70.0,Toulon,2023-03-10,BD DU FARON
Appartement,88490.0,40.0,Toulon,2023-03-01,AV MARCEL CASTIE
Appartement,117000.0,38.0,Toulon,2023-03-13,RUE DE TURENNE
Maison,381000.0,130.0,Toulon,2023-03-10,RUE CHARLES VAILLANT
Appartement,184000.0,60.0,Toulon,2023-03-10,RUE AMIRAL EMERIAU
Appartement,176000.0,80.0,Toulon,2023-03-14,RUE AMIRAL NOMY
Appartement,150000.0,66.0,Toulon,2023-03-01,CHEM VX CHEMIN DE STE MUSSE
Appartement,80000.0,86.0,Toulon,2023-03-10,AV DU LAS
Appartement,577700.0,117.0,Toulon,2023-03-07,AV CLAUDE FARRERE
Appartement,79500.0,43.0,Toulon,2023-03-09,RUE DE LORGUES
Appartement,55000.0,30.0,Toulon,2023-03-03,RUE SAINT VINCENT
Maison,657870.0,170.0,Toulon,2023-03-06,CHE DE LA BARRE
Appartement,130000.0,28.0,Toulon,2023-02-28,RUE VICTOR REYMONENQ
Appartement,120000.0,44.0,Toulon,2023-03-09,BD LOUIS PICON
Maison,266000.0,53.0,Toulon,2023-03-09,RUE JACQUINOT
Appartement,150000.0,45.0,Toulon,2023-03-16,AV DES MOULINS
Appartement,145000.0,61.0,Toulon,2023-03-16,AV COLBERT
Maison,205000.0,85.0,Toulon,2023-03-17,RUE ALFRED DE MUSSET
Appartement,384000.0,110.0,Toulon,2023-03-09,RUE VICTOR ESCLANGON
Appartement,347630.0,86.0,Toulon,2023-03-10,BD DE LA MARTILLE
Appartement,80660.0,35.0,Toulon,2023-03-15,RUE JEAN JAURES
Appartement,152100.0,59.0,Toulon,2023-03-10,RUE OCTAVE TEISSIER
Appartement,197500.0,58.0,Toulon,2023-03-09,BD DU DOCTEUR CUNEO
Appartement,380000.0,102.0,Toulon,2023-03-15,AV DE LA REPUBLIQUE
Maison,420000.0,63.0,Toulon,2023-03-14,CHE DE PLAISANCE
Appartement,138000.0,71.0,Toulon,2023-02-27,RUE DU LT ANDRE FOURNIER
Appartement,165000.0,76.0,Toulon,2023-03-13,RUE SAUNIER
Appartement,199000.0,68.0,Toulon,2023-03-13,AV JOSEPH LOUIS ORTOLAN
Maison,596000.0,113.0,Toulon,2023-02-22,RUE DANIEL BERTHELOT
Maison,596000.0,40.0,Toulon,2023-02-22,RUE DANIEL BERTHELOT
Maison,440000.0,120.0,Toulon,2023-03-02,RUE VAUQUELIN
Appartement,135000.0,55.0,Toulon,2023-03-01,RUE MARIUS TOUZET
Appartement,240000.0,59.0,Toulon,2023-02-28,RES ST MARC
Appartement,241120.0,69.0,Toulon,2023-03-03,RUE MIRABEAU
Maison,395000.0,104.0,Toulon,2023-03-14,RUE CHARLES LEJEUNE
Appartement,385000.0,69.0,Toulon,2023-03-10,RUE DENIS LITARDI
Appartement,206400.0,55.0,Toulon,2023-03-22,RUE D ANTRECHAUS
Appartement,138000.0,32.0,Toulon,2023-03-15,CHE DE LA CALADE
Appartement,310000.0,110.0,Toulon,2023-03-06,BD DOCTEUR CHARLES BARNIER
Appartement,650000.0,145.0,Toulon,2023-03-17,PL PUGET
Appartement,40000.0,63.0,Toulon,2023-03-16,RUE DEJUSSIEU PONTCARRAL
Appartement,255000.0,60.0,Toulon,2023-03-10,IMP DESPREZ
Maison,447950.0,116.0,Toulon,2023-02-27,RUE MESSAGER
Appartement,882000.0,103.0,Toulon,2023-02-28,CHE DE MOGADOR
Appartement,180000.0,50.0,Toulon,2023-03-14,RUE LAMALGUE
Appartement,92000.0,69.0,Toulon,2023-03-16,AV DU LAS
Appartement,390000.0,111.0,Toulon,2023-02-28,BD ALEXANDRE JULIEN
Appartement,119000.0,37.0,Toulon,2023-03-15,RUE LIEUTENANT COL BERNARD
Appartement,105000.0,45.0,Toulon,2023-03-02,AV DES ROSES
Appartement,160000.0,52.0,Toulon,2023-03-14,RUE ALEXANDRE VOLTA
Appartement,140000.0,67.0,Toulon,2023-03-06,RUE DU MONT DES EAUX
Appartement,148900.0,78.0,Toulon,2023-03-14,ALL GEORGES LEYGUES
Maison,280000.0,45.0,Toulon,2023-02-28,COR MARIUS ESCARTEFIGUE
Appartement,187000.0,74.0,Toulon,2023-03-02,AV FRANCOIS CUZIN
Appartement,66000.0,45.0,Toulon,2023-03-22,BD GENERAL BROSSET
Maison,582900.0,100.0,Toulon,2023-02-27,IMP DAVID
Appartement,130000.0,44.0,Toulon,2023-02-28,ALL DU DOCTEUR LAURES
Appartement,110000.0,51.0,Toulon,2023-03-21,AV GEORGES BIZET
Appartement,137000.0,50.0,Toulon,2023-03-01,RUE DU CAP COLONNA
Appartement,253000.0,81.0,Toulon,2023-03-02,AV EDOUARD LE BELLEGOU
Appartement,178000.0,75.0,Toulon,2023-03-07,AV EMILE VINCENT
Appartement,200000.0,60.0,Toulon,2023-02-24,RUE DENIS LITARDI
Appartement,170000.0,59.0,Toulon,2023-03-13,BD BAZEILLES
Appartement,322000.0,23.0,Toulon,2023-03-24,RUE FELIX BRUN
Appartement,322000.0,18.0,Toulon,2023-03-24,RUE FELIX BRUN
Appartement,322000.0,23.0,Toulon,2023-03-24,RUE FELIX BRUN
Appartement,322000.0,23.0,Toulon,2023-03-24,RUE FELIX BRUN
Appartement,322000.0,23.0,Toulon,2023-03-24,RUE FELIX BRUN
Appartement,322000.0,23.0,Toulon,2023-03-24,RUE FELIX BRUN
Appartement,157000.0,70.0,Toulon,2023-03-08,AV EMILE BARLA
Appartement,132000.0,84.0,Toulon,2023-03-01,RUE D ALGER
Maison,1231600.0,170.0,Toulon,2023-03-09,AV DE LA MITRE
Maison,345000.0,85.0,Toulon,2023-03-15,RUE MESSAGER
Appartement,139350.0,59.0,Toulon,2023-03-16,RUE COURBET
Appartement,300000.0,54.0,Toulon,2023-03-20,RUE DE LA MARNE
Appartement,300000.0,70.0,Toulon,2023-03-20,RUE DE LA MARNE
Appartement,235000.0,72.0,Toulon,2023-03-21,AV LOUIS BARTHOU
Appartement,93000.0,55.0,Toulon,2023-03-16,CHE DU TEMPLE
Appartement,77000.0,45.0,Toulon,2023-02-28,AV DE CLARET
Appartement,94000.0,50.0,Toulon,2023-03-02,AV LEON JOUHAUX
Appartement,157200.0,47.0,Toulon,2023-03-22,PL PUGET
Appartement,60000.0,37.0,Toulon,2023-03-21,RUE JEAN JAURES
Maison,702500.0,87.0,Toulon,2023-03-06,RUE ESCALON
Appartement,163000.0,83.0,Toulon,2023-03-14,AV DE L ELYSEE
Appartement,183500.0,67.0,Toulon,2023-03-20,RUE VALES
Maison,550000.0,105.0,Toulon,2023-03-16,AV LOUIS BARTHOU
Appartement,107000.0,40.0,Toulon,2023-03-02,RUE ROCHE
Appartement,173000.0,66.0,Toulon,2023-03-06,CHEM VX CHEMIN DE STE MUSSE
Appartement,80000.0,46.0,Toulon,2023-03-17,AV FRANCOIS CUZIN
Appartement,60000.0,34.0,Toulon,2023-03-02,RUE CASTEL
Appartement,167000.0,88.0,Toulon,2023-03-17,RUE VINCENT SCOTTO
Appartement,310000.0,86.0,Toulon,2023-03-03,RUE RACINE
Appartement,64000.0,78.0,Toulon,2023-03-20,AV SGT GABRIEL JOURDAN
Maison,184000.0,60.0,Toulon,2023-03-17,AV GUICHON DE GRANDPONT
Appartement,65000.0,28.0,Toulon,2023-03-17,BD MARECHAL JOFFRE
Appartement,115000.0,30.0,Toulon,2023-03-16,RUE FELIX PYAT
Appartement,280000.0,69.0,Toulon,2023-03-08,BD ENSEIGNE DE VAISSEAU GUES
Appartement,155000.0,58.0,Toulon,2023-03-08,BD GENERAL BROSSET
Appartement,209500.0,74.0,Toulon,2023-03-08,IMP FRANCOIS CRUCIANI
Maison,247000.0,52.0,Toulon,2023-03-08,RUE DU VAL SOLEIL
Appartement,250000.0,66.0,Toulon,2023-03-20,BD JULES MICHELET
Appartement,100000.0,58.0,Toulon,2023-03-27,RUE CAPITAINE JOSEPH CASANOVA
Appartement,108000.0,49.0,Toulon,2023-03-07,AV DE LA REPUBLIQUE
Appartement,140000.0,62.0,Toulon,2023-03-10,AV BIR HAKEIM
Appartement,155000.0,62.0,Toulon,2023-03-07,AV DE LA VICTOIRE DU 8 5 1945
Appartement,170000.0,79.0,Toulon,2023-03-24,RUE DAVID
Appartement,81000.0,21.0,Toulon,2023-03-24,RUE DANTON
Appartement,235000.0,59.0,Toulon,2023-03-20,RUE DU HARAS
Appartement,65890.0,17.0,Toulon,2023-03-16,BD EDGAR AMIGAS
Appartement,586000.0,122.0,Toulon,2023-03-15,BD DOCTEUR FELIX ESCUDIER
Appartement,42500.0,16.0,Toulon,2023-03-30,RUE MARQUETAS
Appartement,152500.0,40.0,Toulon,2023-03-16,IMP SERAPHIN
Appartement,150000.0,76.0,Toulon,2023-03-22,RUE VICTOR CLAPPIER
Appartement,97800.0,63.0,Toulon,2023-03-28,RUE REVERDIT
Appartement,540000.0,94.0,Toulon,2023-03-13,AV DES VIGNETTES
Appartement,72000.0,40.0,Toulon,2023-03-22,CHE DU BEAL
Appartement,119000.0,78.0,Toulon,2023-03-22,IMP MATHIEU
Appartement,365000.0,33.0,Toulon,2023-03-20,CHE DU TEMPLE
Appartement,365000.0,63.0,Toulon,2023-03-20,CHE DU TEMPLE
Appartement,365000.0,34.0,Toulon,2023-03-20,CHE DU TEMPLE
Appartement,365000.0,63.0,Toulon,2023-03-20,CHE DU TEMPLE
Appartement,365000.0,34.0,Toulon,2023-03-20,CHE DU TEMPLE
Appartement,365000.0,33.0,Toulon,2023-03-20,CHE DU TEMPLE
Appartement,136500.0,23.0,Toulon,2023-03-30,BD DU DOCTEUR CUNEO
Appartement,272500.0,60.0,Toulon,2023-03-14,CHE DE LA BOSQUETTE
Appartement,88000.0,54.0,Toulon,2023-03-17,CITE LAS PLAISANCE
Appartement,222000.0,80.0,Toulon,2023-03-31,BD GENERAL BROSSET
Maison,1400000.0,170.0,Toulon,2023-03-24,RUE DENIS LITARDI
Appartement,65000.0,52.0,Toulon,2023-03-24,RUE SAINTE MARTHE
Appartement,370000.0,99.0,Toulon,2023-03-16,BD DOCTEUR FELIX ESCUDIER
Maison,654050.0,107.0,Toulon,2023-03-24,CHE DES FOURS A CHAUX
Appartement,337500.0,90.0,Toulon,2023-03-16,BD DE STRASBOURG
Appartement,230000.0,70.0,Toulon,2023-03-22,RUE JEAN PHILIPPE RAMEAU
Appartement,82000.0,32.0,Toulon,2023-03-08,AV MARCEL CASTIE
Appartement,362900.0,124.0,Toulon,2023-03-23,AV EDOUARD LE BELLEGOU
Appartement,160000.0,58.0,Toulon,2023-03-20,CHE DE FORGENTIER
Appartement,234000.0,69.0,Toulon,2023-03-09,RUE BOREE
Appartement,168000.0,84.0,Toulon,2023-03-22,PL ABBE LEON SPARIAT
